Key,English,Japanese
meleewpnbladet3macheteDesc,Great for chopping zombies and sometimes trees and gutting animals for meat.\nRegular attacks cause 1 Bleeding Wound and power attacks at least 2.\n\nRepair with a Repair Kit.\nScrap to Machete parts. ,ゾンビや木を切り刻んだり、動物の解体に使用できます。\n通常攻撃によって流血ダメージ+1。パワーアタックだと2以上となります。\n修理キットで修理可能。\n解体するとマチェーテパーツに。
meleewpnclubt0woodenclubDesc,A wooden club. Good for breaking knees and skulls.\n\nRepair with Wood.\nScrap to Wood. ,木製の棍棒です。膝の皿や頭上段骨を叩き割るのに有効です。\n\n木材で修理可能。\n解体すると木材に。
meleewpnclubt1baseballbatDesc,This club was used in gladiatorial games of the past that were held in huge arenas.\n\nRepair with a Repair Kit.\nScrap to Wood. ,古代の巨大闘技場で開催されていた剣闘士遊戯で使用されていた棍棒です。\n\n修理キットで修理可能。\n解体すると木材に
meleewpnclubt3steelclubDesc,Steel clubs are very durable and hard-hitting.\n\nRepair with a Repair Kit.\nScrap to Steel Club Parts. ,鉄鋼製棍棒は非常に丈夫で、強打をかますことができます。\n\n修理キットで修理可能。\n解体すると鉄鋼製棍棒パーツに。
meleewpnknucklest0leatherknucklesDesc,Knuckle wraps protect your hands and put some weight into those swings.\n\nRepair with Cloth.\nScrap to Cloth. ,ナックルラップで手を保護して一撃一撃をもっと重く。\n端切れで修理可能。\n解体すると端切れに。
meleewpnknucklest1ironknucklesDesc,Protect your hands and put some weight into those swings.\n\nRepair with a Repair Kit.\nScrap to Iron. ,手を保護して一撃一撃をもっと重く。\n\n修理キットで修理可能。\n解体すると鉄に。
meleewpnknucklest3steelknucklesDesc,Protect your hands and put some weight into those swings. These blades can also be useful for gutting animals.\n\nRepair with a Repair Kit.\nScrap to Steel Knuckles parts. ,手を保護して一撃一撃をもっと重く。刃がついているので動物の解体にも役に立ちます。\n\n修理キットで修理可能。\n解体すると鉄鋼ナックルパーツに
meleewpnsledget0stonesledgehammerDesc,The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with Small Stone.\nScrap to Small Stone. ,頭上段骨を叩き割るならスレッジハンマーに限ります。\n小石で修理可能。\n解体すると小石に。
meleewpnsledget1ironsledgehammerDesc,The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with a Repair Kit.\nScrap to Iron. ,頭上段骨を叩き割るならスレッジハンマーに限ります。\n\n修理キットで修理可能。\n解体すると鉄に。
meleewpnsledget3steelsledgehammerDesc,The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with a Repair Kit.\nScrap to Steel Sledgehammer parts. ,頭上段骨を叩き割るなスレッジハンマーに限ります。\n\n修理キットで修理可能。\n解体すると鉄鋼製スレッジハンマーパーツに。
meleewpnspeart0stonespearDesc,Spears have more range than other melee weapons.\n\nRepair with Small Stone.\nScrap to Small Stone. ,槍は他の武器よりも攻撃範囲が広くなっています。\n小石で修理可能。\n解体すると小石に。
meleewpnspeart1ironspearDesc,Spears have more range than other melee weapons.\n\nRepair with a Repair Kit.\nScrap to Iron. ,槍は他の武器よりも攻撃範囲が広くなっています。\n\n修理キットで修理可能。\n解体すると鉄に。
meleewpnspeart3steelspearDesc,Spears have more range than other melee weapons.\n\nRepair with a Repair Kit.\nScrap to Steel Spear parts. ,槍は他の武器よりも攻撃範囲が広くなっています。\n\n修理キットで修理可能。\n解体すると鉄鋼槍パーツに。
metalreinforcedwooddrawbridgepowered,Reinforced Drawbridge (Powered) ,補強跳ね橋（電動）
metalreinforcedwooddrawbridgepoweredDesc,Unlock Reinforced Drawbridge (Powered) ,補強跳ね橋（電動）を解放
mineairfilter,Air Filter Land Mine ,エアフィルター地雷
mineairfilterDesc,Place mine and step back carefully. Turns zombies into good zombies! ,地面に設置し、踏まないように気を付けて離れます。ゾンビを大人しくさせるのに使用します。
minecookingpot,Cooking Pot Mine ,鍋地雷
minecookingpotDesc,Can you smell what this survivor is cooking? It probably isn't healthy. ,あの生存者が何を料理していたのか、においでわかりますか？おそらく健康的な料理ではありません。
minehubcap,Hubcap Land Mine ,ハブキャップ地雷
minehubcapDesc,A hubcap land mine. Place it on the ground and let the fun begin. ,ハブキャップの地雷です。地面に設置すればお楽しみが始まります。
modarmoradvancedmuffledconnectors,Advanced Muffled Connectors Mod ,高性能静音コネクター改造パーツ
modarmoradvancedmuffledconnectorsDesc,Greatly reduced noise from armor.\n\nCannot be installed into Light or Assassin Armor. ,アーマーのノイズを大幅に下げます。\n\nライトアーマーやアサシンアーマーには取り付けることが出来ません。
modarmorbandolier,Bandolier Mod ,弾帯改造パーツ
modarmorbandolierDesc,Reload 15% faster. ,リロード速度が15%上昇する。
modarmorcigar,Cigar ,葉巻
modarmorcigarDesc,Look intimidating and get a better deal from traders. Also boosts strength! ,威圧感を与え、トレーダーからより良い取引を引き出し、強さの特性も上がります！
modarmorcustomizedfittings,Advanced Armor Fittings Mod ,上級接合部改造パーツ
modarmorcustomizedfittingsDesc,Greatly decreases movement and stamina penalties from armor.\n\nCannot be installed into Light Armor. ,アーマーによる起動性とスタミナへのペナルティーを大幅に下げます。\n\nライトアーマーには取り付けることが出来ません。
modarmordoublestoragepocket,Armor Double Pocket Mod ,アーマーダブルポケット改造パーツ
modarmordoublestoragepocketDesc,Decrease encumbrance penalty by 2 by installing this modification into your armor. ,アーマーにセットすると、荷重制限がかかる所持品スロットを2スロット分解放します。
modarmorhelmetlight,Helmet Light Mod ,ヘルメットライト改造パーツ
modarmorhelmetlightDesc,A light source that can be installed into any head armor.\n\nUse the Light Source ([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]) action to activate. ,頭用アーマーに取り付け可能。\n\n光源アクション([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight])でライトをつける事が出来ます。
modarmorimpactbracing,Impact Bracing Mod ,衝撃ブレーシング改造パーツ
modarmorimpactbracingDesc,Reduces fall damage. ,落下ダメージを軽減します。
modarmorimprovedfittings,Armor Fittings Mod ,接合部改造パーツ
modarmorimprovedfittingsDesc,Decreases movement and stamina penalties from armor.\n\nCannot be installed into Light Armor. ,アーマーによる起動性とスタミナへのペナルティーを下げます。\n\nライトアーマーには取り付けることが出来ません。
modarmormuffledconnectors,Muffled Connectors Mod ,静音コネクター改造パーツ
modarmormuffledconnectorsDesc,Reduces noise from armor.\n\nCannot be installed into Light or Assassin Armor. ,アーマーから発生するノイズを削減します。\n\nライトアーマーやアサシンアーマーには取り付けることが出来ません。
modarmorplatingbasic,Armor Plating Mod ,アーマープレーティング改造パーツ
modarmorplatingbasicDesc,Improve your armor rating with these additional armor plates.\n\nCannot be installed into Heavy Armor. ,アーマープレートを追加することでアーマー値を向上させることができます。\n\nヘビーアーマーに取り付けることは出来ません。
modarmorplatingreinforced,Advanced Armor Plating Mod ,上級アーマープレーティング改造パーツ
modarmorplatingreinforcedDesc,Unlock Advanced Armor Plating Mod ,上級アーマープレーティング改造パーツを解放
modarmorquadstoragepocket,Armor Quad Pocket Mod ,アーマークアッドポケット改造パーツ
modarmorquadstoragepocketDesc,Decrease encumbrance penalty by 4 by installing this modification into your armor. ,アーマーにセットすると、荷重制限がかかる所持品スロットを4スロット分解放します。
modarmorstealthboots,Stealth Boots Mod ,ステルスブーツ改造パーツ
modarmorstealthbootsDesc,Reduces the noise and stamina penalties of medium and heavy boots. ,ミディアムブーツとヘビーブーツの騒音とスタミナペナルティを軽減します。
modarmorstoragepocket,Armor Pocket Mod ,アーマーポケット改造パーツ
modarmorstoragepocketDesc,Decrease encumbrance penalty by 1 by installing this modification into your armor. ,アーマーにセットすると、荷重制限がかかる所持品スロットを1スロット分解放します。
modarmortriplestoragepocket,Armor Triple Pocket Mod ,アーマートリプルポケット改造パーツ
modarmortriplestoragepocketDesc,Decrease encumbrance penalty by 3 by installing this modification into your armor. ,アーマーにセットすると、荷重制限がかかる所持品スロットを3スロット分解放します。
modarmorwaterpurifier,Water Purifier Mod ,浄水器改造パーツ
modarmorwaterpurifierDesc,Allows safe consumption of murky water. ,泥水を安全に飲むことができるようになります。
modfueltanklarge,Motor Tool Large Tank Mod ,動力ツール大容量タンク改造パーツ
modfueltanklargeDesc,Increases tank size by 100% for chainsaws and augers. ,チェーンソーやオーガーのタンク容量を100%拡張します。
modfueltanksmall,Motor Tool Small Tank Mod ,動力ツール小容量タンク改造パーツ
modfueltanksmallDesc,Increases tank size by 50% for chainsaws and augers. ,チェーンソーやオーガーのタンク容量を50%拡張します。
modgunbarrelextender,Barrel Extender Mod ,バレル拡張改造パーツ
modgunbarrelextenderDesc,"Increases damage, range and aimed accuracy but makes the weapon more unwieldy when fired from the hip. ,ダメージ、射程距離、命中精度が向上しますが、緊急時の武器の取り回しが難しくなります。"
modgunbipod,Bipod Mod ,二脚改造パーツ
modgunbipodDesc,Increases accuracy and handling when aiming weapons. ,ADS時の射撃制度と取り回しが上昇します。
modgunbowarrowrest,Arrow Rest Mod ,アローレスト改造パーツ
modgunbowarrowrestDesc,An arrow rest improves the accuracy of a bow. ,弓やクロスボウの射撃制度上昇。
modgunbowpolymerstring,Polymer String Mod ,ポリマーストリング改造パーツ
modgunbowpolymerstringDesc,Arrows and Bolts fly quicker and further with this modification. ,この改造で矢やボルトの飛翔速度と到達距離が向上します。
modgunchoke,Shotgun Choke Mod ,ショットガンチョーク改造パーツ
modgunchokeDesc,Tightens the shotgun's spread. ,ショットガンの弾の散開を縮小します。
modguncrippleem,Cripple 'Em Mod ,歩行困難化改造パーツ
modguncrippleemDesc,20% chance to cripple a leg on a bipedal target. ,20%の確率で二足歩行のターゲットの足を歩行困難にします。
modgundrummagazineextender,Drum Magazine Mod ,ドラム型弾倉改造パーツ
modgundrummagazineextenderDesc,This large drum magazine doubles ammo capacity on machine guns but is a little slower to reload. ,大きなドラム型弾倉によって、マシンガンの弾薬装填容量が倍になりますが、リロードは若干遅くなります。
modgunduckbill,Shotgun Duckbill Mod ,ショットガンダックビル改造パーツ
modgunduckbillDesc,Modifies the spread to a horizontal pattern instead of the normal round one. ,散弾の散開を通常の円形パターンから水平パターンに変更します。
modgunflashlight,Weapon Flashlight Mod ,武器用フラッシュライト改造パーツ
modgunflashlightDesc,Installs into any firearm or crossbow.\n\nUse the Light Source action ([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]) to activate. Hold the Light Source action to activate multiple items. ,銃器やクロスボウにセット可能。\n\n光源アクション([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight])でつける事が出来ます。光源アクションを長押しすることにより複数の光源アイテムを同時に使用することができます。
modgunforegrip,Fore Grip Mod ,フォアグリップ改造パーツ
modgunforegripDesc,Improves handling and accuracy when firing weapons from the hip or while moving. ,腰撃ち時の射撃制度や取り回しが上昇し、反動が減少します。
modgunlasersight,Laser Sight Mod ,レーザー照準改造パーツ
modgunlasersightDesc,Helps with aiming quickly and increases accuracy when firing from the hip.\nInstalls into any firearm or crossbow.\n\nUse the Light Source action ([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]) to activate. Hold the Light Source action to activate multiple items. ,腰撃ち時の照準を合わせる速度と命中精度を上げます。\n銃器やクロスボウにセット可能。\n\n光源アクション([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight])でつける事が出来ます。光源アクションを長押しすることにより複数の光源アイテムを同時に使用することができます。
modgunmagazineextender,Magazine Extender Mod ,弾倉拡張改造パーツ
modgunmagazineextenderDesc,Increases magazine capacity. ,弾倉容量が増加します。
modgunmeleeradremover,Rad Remover Mod ,放射能除去装置改造パーツ
modgunmeleeradremoverDesc,"Will disable the regeneration ability of Radiated, Charged, and Infernal zombies for 90 seconds. ,被爆したゾンビ、インフェルノ・ゾンビ、チャージド・ゾンビの回復能力を90秒間無効にします。"
modgunmeleethehunter,The Hunter Mod ,ハンター改造パーツ
modgunmeleethehunterDesc,+25% more damage to all animals. ,すべての動物へのダメージが+25%。
modgunmuzzlebrake,Muzzle Brake Mod ,マズルブレーキ改造パーツ
modgunmuzzlebrakeDesc,Diverts the propellant gases to reduce recoil. ,推進用のガスを迂回させて反動を軽減します。
modgunreflexsight,Reflex Sight Mod ,リフレックス照準改造パーツ
modgunreflexsightDesc,This sight is designed for fast target acquisition and improves weapon handling. ,この照準は、より素早い照準合わせを目的として考案されており、取り回しが上昇します。
modgunretractingstock,Retracting Stock Mod ,リトラクタブルストック改造パーツ
modgunretractingstockDesc,Improves weapon handling while moving or firing from the hip because the weapon becomes more manageable in close quarters. ,接近戦における武器の取り回しが向上するため、移動時や緊急時の武器の扱いやすさが改善されます。
modgunscopelarge,Scope 8x Mod ,8xスコープ改造パーツ
modgunscopelargeDesc,Increases visual magnification when aiming.\nInstalls into long rifles. ,照準にとらえたターゲットを拡大して見ることができます。\nロングライフルに装着します。
modgunscopemedium,Scope 4x Mod ,4xスコープ改造パーツ
modgunscopemediumDesc,Increases visual magnification when aiming.\nInstalls into medium sized firearms and crossbows. ,照準にとらえたターゲットを拡大して見ることができます。\nミディアムサイズの火器やクロスボウに装着します。
modgunscopesmall,Scope 2x Mod ,2xスコープ改造パーツ
modgunscopesmallDesc,Increases visual magnification when aiming.\nInstalls into small firearms and crossbows. ,照準にとらえたターゲットを拡大して見ることができます。\n小型の火器やクロスボウに装着します。
modgunshotguntubeextendermagazine,Shotgun Tube Extender Mod ,チューブ拡張ショットガン改造パーツ
modgunshotguntubeextendermagazineDesc,Increases magazine capacity for pump shotguns by 3 shells. ,ポンプアクション式ショットガンの弾倉容量が3発分増加します。
modgunsoundsuppressorsilencer,Silencer Mod ,サイレンサー改造パーツ
modgunsoundsuppressorsilencerDesc,A sound suppressor greatly reduces the firing sound but reduces maximum range and damage.\nWorks best with small calibers and guns with a low rate of fire. ,サイレンサーは発砲音を大幅に削減しますが、射程距離やダメージは低下します。\n小口径の銃や速射率の低い銃との相性が抜群です。
modguntriggergroupautomatic,Trigger Group: Full Auto Mod ,引き金式武器グループ:フルオート改造パーツ
modguntriggergroupautomaticDesc,Modifies the trigger group to fire full auto only.\nIncreases the rate of fire and slightly increases recoil. ,引き金式の武器をフルオートでの発砲のみに改造します。\n速射率を向上させ、反動をわずかに増加させます。
modguntriggergroupburst3,Trigger Group: Burst Mod ,引き金式武器グループ:バースト改造パーツ
modguntriggergroupburst3Desc,Modifies the trigger group to fire 3 round bursts.\nIncreases the rate of fire and slightly increases recoil. ,引き金式の武器を3点バーストによる発砲に改造します。\n速射率を向上させ、反動をわずかに増加させます。
modguntriggergroupsemi,Trigger Group: Semi Mod ,引き金式武器グループ:セミ改造パーツ
modguntriggergroupsemiDesc,Modifies the trigger group to fire semi-auto only.\nIncreases the rate of fire and slightly increases recoil. ,引き金式の武器をセミオートでの発砲のみに改造します。\n速射率を向上させ、反動をわずかに増加させます。
modmeleebunkerbuster,Bunker Buster Mod ,バンカーバスター改造パーツ
modmeleebunkerbusterDesc,25% more damage against stone. ,石に対するダメージが25%向上します。
modmeleeclubbarbedwire,Barbed Wire Mod ,有刺鉄線改造パーツ
modmeleeclubbarbedwireDesc,"20% chance to cause bleeding damage, 40% with power attacks.\nCan be installed in clubs. ,20%の確率で流血ダメージを与えます。パワーアタックの場合は40%。\n棍棒やバットに装着可能です。"
modmeleeclubburningshaft,Burning Shaft Mod ,バーニングシャフト改造パーツ
modmeleeclubburningshaftDesc,"A melee item can triple as a light source, set enemies on fire, and used as a source of heat.\n\nCan be installed in melee tools and weapons that have a long shaft or blade. ,近接武器やツールが光源と熱源になり、敵に火をつけることも可能になります。\n\n長いシャフトかブレードを持つ近接用ツールと武器に取り付けられます。"
modmeleeclubmetalchain,Metal Chain Mod ,メタルチェーン改造パーツ
modmeleeclubmetalchainDesc,10% chance to knock down opponents.\nCan be installed in clubs. ,10%の確率で相手をノックダウンします。\n棍棒やバットに装着可能です。
modmeleeclubmetalspikes,Metal Spikes Mod ,メタルスパイク改造パーツ
modmeleeclubmetalspikesDesc,Each successive hit lowers enemies armor rating 20%.\nCan be installed in clubs. ,攻撃がヒットするたびに敵のアーマー値を20%下げます。\n棍棒やバットに装着可能です。
modmeleediamondtip,Diamond Blade Tip Mod ,ダイヤモンドブレードチップ改造パーツ
modmeleediamondtipDesc,Any hand tool or bladed weapon degrades 30% slower with this modification. ,この変更によってあらゆる手持ちツールやブレード武器の耐久値減少率30%軽減。
modmeleeergonomicgrip,Ergonomic Grip Mod ,エルゴグリップ改造パーツ
modmeleeergonomicgripDesc,Decreases melee stamina usage by 10% and increases weapon handling of bows by 10%. ,近接戦闘時のスタミナ消費量を10%低減し、弓の取り回しを10%上昇させます。
modmeleefiremansaxemod,Fireman's Axe Mod ,消防士の斧改造パーツ
modmeleefiremansaxemodDesc,Deal 25% more damage to blocks but 25% less damage to enemies. ,ブロックに対するダメージが25%上昇しますが、敵に対するダメージは25%低下します。
modmeleefortifyinggrip,Fortifying Grip Mod ,防備グリップ改造パーツ
modmeleefortifyinggripDesc,When health is below 50% gain 1 hit point every 5 seconds. ,体力が50%を下回ると、体力が5秒おきに1回復します。
modmeleegravedigger,Grave Digger Mod ,墓守改造パーツ
modmeleegravediggerDesc,25% more damage against dirt. ,土に対するダメージが25%向上します。
modmeleeironbreaker,Iron Breaker Mod ,アイアンブレーカー改造パーツ
modmeleeironbreakerDesc,15% more damage against iron. ,金属に対するダメージが15%向上します。
modmeleeserratedblade,Serrated Blade Mod ,ノコギリブレード改造パーツ
modmeleeserratedbladeDesc,10% chance to cause a Bleeding Wound on a regular attack. ,通常攻撃時、10%の確率で流血を付与します。
modmeleestructuralbrace,Structural Brace Mod ,構造ブレース改造パーツ
modmeleestructuralbraceDesc,"This modification for melee weapons, tools and bows lowers degradation by 25%. ,この変更によって近接武器やツールや弓の耐久値減少率25%軽減。"
modmeleestunbatonrepulsor,Stun Baton Repulsor Mod ,スタンバトンリパルサー改造パーツ
modmeleestunbatonrepulsorDesc,Install this mod into a stun baton and send zombies flying on the charged hit. ,スタンバトンにセットし、チャージ中に攻撃すると敵を吹き飛ばす事が出来るようになります。
modmeleetemperedblade,Tempered Blade Mod ,焼き入れブレード改造パーツ
modmeleetemperedbladeDesc,This blade modification increases block damage by 10% and lowers degradation by 15%. ,このブレード改造によって対物ダメージが10%向上し、耐久値減少率が15%軽減されます。
modmeleeweightedhead,Weighted Head Mod ,おもりヘッド改造パーツ
modmeleeweightedheadDesc,A modification for all melee weapons and tools.\nAdds a chance to stun and slow victims.\n\nKnives and machetes do not have a head that can be weighted. ,近接武器やツール用の改造です。\n敵をスタンさせたり動きを鈍らせる効果が追加されます。\n\nナイフやマチェーテには重りとなるヘッドないため使用できません。
modmeleewoodsplitter,Wood Splitter Mod ,ウッドスプリッター改造パーツ
modmeleewoodsplitterDesc,15% more damage against wood. ,木に対するダメージが15%向上します。
modroboticdronearmorplatingmod,Robotic Drone Armor Plating Mod ,ロボットドローンアーマープレーティング改造パーツ
modroboticdronearmorplatingmodDesc,Upgrade your robotic drone's defensive ability with this modification. Reduces damage and degradation by 50%. ,この改造パーツでロボットドローンの防衛能力をアップグレードしましょう。ロボットドローンの防御力が50%上昇します。
modroboticdronecargomod,Robotic Drone Cargo Mod ,ロボットドローンカーゴ改造パーツ
modroboticdronecargomodDesc,Increase your drones storage capacity with this modification. Add more for additional storage. ,この改造パーツをロボットドローンに取り付けると、ドローンのストレージを1列分拡張させます。
modroboticdroneheadlampmod,Robotic Headlamp Mod ,ロボットドローンヘッドランプ改造パーツ
modroboticdroneheadlampmodDesc,This robotic drone modification adds a headlamp to your drone to improve visibility in dark spaces. ,この改造パーツをロボットドローンに取り付けると、暗い場所での視界を改善できるヘッドランプがドローンに付きます。
modroboticdronemedicmod,Robotic Drone Medic Mod ,ロボットドローン医療改造パーツ
modroboticdronemedicmodDesc,Modify your drone into a robotic field medic that will automatically heal you as long as medical bandages or first aid kits are in its inventory. ,この改造パーツをロボットドローンに取り付けると、ドローンが持ち主の体力を回復するようになります。\nドローンのストレージに救急包帯、または救急キットが入っていない場合は回復できません。
modroboticdronemoraleboostermod,Robotic Drone Morale Booster Mod ,ロボットドローン士気ブースター改造パーツ
modroboticdronemoraleboostermodDesc,Stamina regeneration is increased by 10% when near the drone with this mod installed. ,この改造パーツが取り付けられているドローンに近付くと、スタミナ回復率が10%上昇します。
modshotgunsawedoffbarrel,Sawed-Off Shotgun Mod ,ソードオフ・ショットガン改造パーツ
modshotgunsawedoffbarrelDesc,Increases projectile spread. ,散弾の散開が拡大します。
modvehiclearmor,Vehicle Armor Mod ,車両用アーマー改造パーツ
modvehiclearmorDesc,Reinforced armor for motorcycles and gyrocopters.\n\nReduces the damage taken when objects hit the front of the vehicle. Increases damage to blocks and entities. ,オートバイとジャイロコプター用の強化装甲改造パーツ。\n\n車体前部に物体が衝突した際に受けるダメージを軽減します。衝突したブロックや生き物へのダメージ量上昇。
modvehicleexpandedseat,Vehicle Expanded Seating Mod ,車両用座席拡大改造パーツ
modvehicleexpandedseatDesc,Expand your seating capacity in vehicles with this mod. ,乗り物にセットすると、乗車可能な人数が増えます。
modvehiclefuelsaver,Vehicle Fuel Saver Mod ,車両用省燃料改造パーツ
modvehiclefuelsaverDesc,Vehicles consume less fuel. ,車両の燃料消費量が軽減されます。
modvehicleoffroadheadlights,Vehicle Off Road Headlights Mod ,車両用オフロードヘッドライト改造パーツ
modvehicleoffroadheadlightsDesc,These off road headlights will brighten the path even on the darkest of nights.\n\nUse the Light Source action ([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]) to activate. ,オフロードヘッドライトをセットすると、ヘッドライトがより明るくなります。\n\n光源アクション([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight])でライトをつける事が出来ます。
modvehicleplow,Vehicle Plow Mod ,車両用プラウ改造パーツ
modvehicleplowDesc,A rugged 4x4 plow. Perfect for clearing paths through hordes of zombies.\n\nReduces the damage taken when objects hit the front of the 4x4. Increases damage to blocks and entities. ,頑丈な4x4駆動トラック用のプラウ。ゾンビの大群を掻き分けて道を切り開くのに最適。\n\n4x4駆動トラックのフロントに物体が衝突した際に受けるダメージを軽減する。衝突の際にブロックや生き物に与えるダメージ増加。
modvehiclereservefueltank,Vehicle Reserve Fuel Tank Mod ,車両用予備燃料タンク改造パーツ
modvehiclereservefueltankDesc,Increase your vehicle fuel storage by 50% with this mod. ,車両の燃料タンク容量が50%上昇します。
modvehiclestorage,Vehicle Storage Mod ,車両用ストレージ改造パーツ
modvehiclestorageDesc,Increase your vehicle storage capacity with this modification.\nAdd up to two mods per vehicle. ,この改造パーツで車両の収納容量を増やしましょう。\n1台の車両につき最大2つ追加可能。
modvehiclesupercharger,Vehicle Super Charger Mod ,車両スーパーチャージャー改造パーツ
modvehiclesuperchargerDesc,This super charger mod Increases vehicle acceleration and top speed. ,このスーパーチャージャー改造パーツを使えば、車両の加速と最高速度が増加します。
motionsensor,Motion Sensor ,人感センサー
motionsensorDesc,Used to trigger electrical events when motion is detected.\n\nRepair with Forged Iron and Electrical Parts. ,これを使用すると、動きを感知して電動の罠などを発動させることができます。\n\n錬鉄、電気部品で修理可能。
plantedaloe1,Aloe Vera (Seed) ,アロエ（種子）
plantedaloe1Desc,Unlock Aloe Vera (Seed) ,アロエ（種子）を解放
plantedblueberry1,Blueberry (Seed) ,ブルーベリー（種子）
plantedblueberry1Desc,Unlock Blueberry (Seed) ,ブルーベリー（種子）を解放
plantedchrysanthemum1,Chrysanthemum (Seed) ,菊（種子）
plantedchrysanthemum1Desc,Unlock Chrysanthemum (Seed) ,菊（種子）を解放
plantedcoffee1,Coffee (Seed) ,コーヒー（種子）
plantedcoffee1Desc,Unlock Coffee (Seed) ,コーヒー（種子）を解放
plantedcorn1,Corn (Seed) ,トウモロコシ（種子）
plantedcorn1Desc,Unlock Corn (Seed) ,トウモロコシ（種子）を解放
plantedcotton1,Cotton (Seed) ,綿花（種子）
plantedcotton1Desc,Unlock Cotton (Seed) ,綿花（種子）を解放
plantedgoldenrod1,Goldenrod (Seed) ,アキノキリンソウ（種子）
plantedgoldenrod1Desc,Unlock Goldenrod (Seed) ,アキノキリンソウ（種子）を解放
plantedgracecorn1,Super Corn (Seed) ,スーパーコーン（種子）
plantedgracecorn1Desc,Unlock Super Corn (Seed) ,スーパーコーン（種子）を解放
plantedhop1,Hop (Seed) ,ホップ（種子）
plantedhop1Desc,Unlock Hop (Seed) ,ホップ（種子）を解放
plantedmushroom1,Mushroom Spores (Seed) ,キノコ胞子（種子）
plantedmushroom1Desc,Mushroom spores can be planted on all surfaces and walls and will grow without sunlight. ,キノコの胞子はすべての表面と壁に植えられ、日光なしで成長する。
plantedpotato1,Potato (Seed) ,ジャガイモ（種子）
plantedpotato1Desc,Unlock Potato (Seed) ,ジャガイモ（種子）を解放
plantedpumpkin1,Pumpkin (Seed) ,カボチャ（種子）
plantedpumpkin1Desc,Unlock Pumpkin (Seed) ,カボチャ（種子）を解放
plantedsnowberry1,Snowberry (Seed) ,セッコウボク（種子）
plantedsnowberry1Desc,Unlock Snowberry (Seed) ,セッコウボク（種子）を解放
plantedyucca1,Yucca (Seed) ,ユッカ（種子）
plantedyucca1Desc,Unlock Yucca (Seed) ,ユッカ（種子）を解放
pressureplate,Trigger Plate 1x1 ,トリガープレート 1x1
pressureplateDesc,"Used to trigger electrical events when stepped on.\n\nRepair with Forged Iron, Mechanical Parts, and Electrical Parts. ,これを使用すると、誰かが踏んだ時に電動の罠などを発動させることができます。\n\n錬鉄、機械部品、電気部品で修理可能。"
pressureplatelong,Trigger Plate 1x5 ,トリガープレート 1x5
pressureplatelongDesc,Unlock Trigger Plate 1x5 ,トリガープレート 1x5を解放
resourcecloth,Cloth Fragment ,端切れ
resourceclothDesc,"Cloth is a staple for survival used for clothing, bandages and more. ,布はサバイバルの必需品です。衣服、包帯などに使用されます。"
resourcecoalbundle,Stack of Coal (6000) ,石炭（バルク・6000）
resourcecoalbundleDesc,This is a compact stack of coal. Use this item to open and unpack it. ,大量の石炭がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
resourcegunpowderbundle,Stack of Gunpowder (1000) ,火薬（バルク・1000）
resourcegunpowderbundleDesc,This is a compact stack of gunpowder. Use this item to open and unpack it. ,大量の火薬がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
resourceleadbundle,Stack of Lead (6000) ,鉛（バルク・6000）
resourceleadbundleDesc,This is a compact stack of lead. Use this item to open and unpack it. ,大量の鉛がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
resourcelockpick,Lockpick ,ロックピック
resourcelockpickDesc,"When a locked container is found, simply press [action:local:Activate][action:permanent:Activate] to attempt to unlock it. If the attempt fails, the lockpick will break and be consumed.\n\nLockpicks do not need to be equipped on the hotbar. ,鍵のかかったコンテナに向かって[action:local:Activate][action:permanent:Activate]を押すとピッキングを開始します。 ピッキングに失敗すると、ロックピックが一つ消費されます。\n\nロックピックを装備ベルトにセットする必要はありません。"
resourcelockpickbundle,Stack of Lockpicks (50) ,ロックピック（バルク・50）
resourcelockpickbundleDesc,This is a compact stack of lockpicks. Use this item to open and unpack it. ,大量のロックピックがコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
resourceoil,Oil ,オイル
resourceoilDesc,Oil is a key ingredient for crafting traps and various mods. ,オイルはトラップや様々な改造パーツのクラフトに必要となる主要な材料です。
resourceoilshalebundle,Stack of Oil Shale (6000) ,オイルシェール（バルク・6000）
resourceoilshalebundleDesc,This is a compact stack of oil shale. Use this item to open and unpack it. ,大量のオイルシェールがコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
resourcepotassiumnitratepowderbundle,Stack of Nitrate Powder (6000) ,硝石粉末（バルク・6000）
